"order_id","order_date","required_date","shipped_date","order_status","customer_name","customer_city","store_name","staff_name","product_name","brand_name","category_name","quantity","list_price","discount","total_amount"
447,"2016-09-20","2016-09-23","2016-09-22",4,"Vallie Dixon","Rowlett","Rowlett Bikes","Kali Vargas","Surly Wednesday Frameset - 2016","Surly","Mountain Bikes",1,"999.99","0.10","899.9910"
447,"2016-09-20","2016-09-23","2016-09-22",4,"Vallie Dixon","Rowlett","Rowlett Bikes","Kali Vargas","Trek Remedy 29 Carbon Frameset - 2016","Trek","Mountain Bikes",1,"1799.99","0.07","1673.9907"
448,"2016-09-21","2016-09-22","2016-09-24",4,"Nichelle Howell","Scarsdale","Baldwin Bikes","Marcelene Boyer","Electra Cruiser 1 (24-Inch) - 2016","Electra","Cruisers Bicycles",2,"269.99","0.05","512.9810"
448,"2016-09-21","2016-09-22","2016-09-24",4,"Nichelle Howell","Scarsdale","Baldwin Bikes","Marcelene Boyer","Surly Ice Cream Truck Frameset - 2016","Surly","Mountain Bikes",2,"469.99","0.05","892.9810"
449,"2016-09-21","2016-09-24","2016-09-22",4,"Justa Thompson","Corona","Baldwin Bikes","Venita Daniel","Pure Cycles Vine 8-Speed - 2016","Pure Cycles","Cruisers Bicycles",2,"429.00","0.05","815.1000"
449,"2016-09-21","2016-09-24","2016-09-22",4,"Justa Thompson","Corona","Baldwin Bikes","Venita Daniel","Ritchey Timberwolf Frameset - 2016","Ritchey","Mountain Bikes",1,"749.99","0.05","712.4905"
449,"2016-09-21","2016-09-24","2016-09-22",4,"Justa Thompson","Corona","Baldwin Bikes","Venita Daniel","Trek Slash 8 27.5 - 2016","Trek","Mountain Bikes",2,"3999.99","0.07","7439.9814"
449,"2016-09-21","2016-09-24","2016-09-22",4,"Justa Thompson","Corona","Baldwin Bikes","Venita Daniel","Electra Townie Original 7D EQ - 2016","Electra","Comfort Bicycles",2,"599.99","0.20","959.9840"
450,"2016-09-21","2016-09-24","2016-09-23",4,"Laurence Christian","Jamaica","Baldwin Bikes","Venita Daniel","Electra Townie Original 21D - 2016","Electra","Comfort Bicycles",1,"549.99","0.05","522.4905"
450,"2016-09-21","2016-09-24","2016-09-23",4,"Laurence Christian","Jamaica","Baldwin Bikes","Venita Daniel","Electra Townie Original 21D - 2016","Electra","Cruisers Bicycles",1,"549.99","0.07","511.4907"
450,"2016-09-21","2016-09-24","2016-09-23",4,"Laurence Christian","Jamaica","Baldwin Bikes","Venita Daniel","Heller Shagamaw Frame - 2016","Heller","Mountain Bikes",1,"1320.99","0.10","1188.8910"
451,"2016-09-21","2016-09-23","2016-09-22",4,"Charlsie Carson","Saint Albans","Baldwin Bikes","Venita Daniel","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Electra","Cruisers Bicycles",2,"269.99","0.05","512.9810"
452,"2016-09-22","2016-09-23","2016-09-24",4,"Trinidad Mcclain","Baldwin","Baldwin Bikes","Venita Daniel","Surly Straggler 650b - 2016","Surly","Cyclocross Bicycles",1,"1680.99","0.05","1596.9405"
452,"2016-09-22","2016-09-23","2016-09-24",4,"Trinidad Mcclain","Baldwin","Baldwin Bikes","Venita Daniel","Electra Townie Original 7D EQ - 2016","Electra","Cruisers Bicycles",1,"599.99","0.05","569.9905"
452,"2016-09-22","2016-09-23","2016-09-24",4,"Trinidad Mcclain","Baldwin","Baldwin Bikes","Venita Daniel","Trek Slash 8 27.5 - 2016","Trek","Mountain Bikes",2,"3999.99","0.10","7199.9820"
452,"2016-09-22","2016-09-23","2016-09-24",4,"Trinidad Mcclain","Baldwin","Baldwin Bikes","Venita Daniel","Trek Remedy 29 Carbon Frameset - 2016","Trek","Mountain Bikes",1,"1799.99","0.10","1619.9910"
453,"2016-09-22","2016-09-24","2016-09-25",4,"Shanna Bonner","Canandaigua","Baldwin Bikes","Venita Daniel","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Electra","Children Bicycles",1,"299.99","0.05","284.9905"
453,"2016-09-22","2016-09-24","2016-09-25",4,"Shanna Bonner","Canandaigua","Baldwin Bikes","Venita Daniel","Electra Townie Original 7D EQ - Women's - 2016","Electra","Cruisers Bicycles",2,"599.99","0.20","959.9840"
453,"2016-09-22","2016-09-24","2016-09-25",4,"Shanna Bonner","Canandaigua","Baldwin Bikes","Venita Daniel","Trek Fuel EX 8 29 - 2016","Trek","Mountain Bikes",1,"2899.99","0.20","2319.9920"
454,"2016-09-23","2016-09-25","2016-09-26",4,"Vanda Holmes","Syosset","Baldwin Bikes","Marcelene Boyer","Electra Townie Original 7D - 2015/2016","Electra","Comfort Bicycles",2,"499.99","0.07","929.9814"
454,"2016-09-23","2016-09-25","2016-09-26",4,"Vanda Holmes","Syosset","Baldwin Bikes","Marcelene Boyer","Electra Cruiser 1 (24-Inch) - 2016","Electra","Cruisers Bicycles",2,"269.99","0.05","512.9810"
454,"2016-09-23","2016-09-25","2016-09-26",4,"Vanda Holmes","Syosset","Baldwin Bikes","Marcelene Boyer","Electra Townie Original 21D - 2016","Electra","Comfort Bicycles",2,"549.99","0.10","989.9820"
455,"2016-09-23","2016-09-24","2016-09-24",4,"Hildegarde Christensen","Maspeth","Baldwin Bikes","Venita Daniel","Trek Conduit+ - 2016","Trek","Electric Bikes",1,"2999.99","0.05","2849.9905"
456,"2016-09-23","2016-09-26","2016-09-25",4,"Alanna Barry","Euless","Rowlett Bikes","Layla Terrell","Pure Cycles Vine 8-Speed - 2016","Pure Cycles","Cruisers Bicycles",2,"429.00","0.07","797.9400"
456,"2016-09-23","2016-09-26","2016-09-25",4,"Alanna Barry","Euless","Rowlett Bikes","Layla Terrell","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Electra","Children Bicycles",1,"299.99","0.07","278.9907"
457,"2016-09-24","2016-09-27","2016-09-27",4,"Kami Rios","Encino","Santa Cruz Bikes","Genna Serrano","Electra Townie Original 21D - 2016","Electra","Comfort Bicycles",2,"549.99","0.07","1022.9814"
457,"2016-09-24","2016-09-27","2016-09-27",4,"Kami Rios","Encino","Santa Cruz Bikes","Genna Serrano","Ritchey Timberwolf Frameset - 2016","Ritchey","Mountain Bikes",1,"749.99","0.05","712.4905"
457,"2016-09-24","2016-09-27","2016-09-27",4,"Kami Rios","Encino","Santa Cruz Bikes","Genna Serrano","Trek Slash 8 27.5 - 2016","Trek","Mountain Bikes",2,"3999.99","0.10","7199.9820"
457,"2016-09-24","2016-09-27","2016-09-27",4,"Kami Rios","Encino","Santa Cruz Bikes","Genna Serrano","Pure Cycles Vine 8-Speed - 2016","Pure Cycles","Cruisers Bicycles",1,"429.00","0.20","343.2000"
458,"2016-09-25","2016-09-28","2016-09-26",4,"Andy O'neill","Rego Park","Baldwin Bikes","Marcelene Boyer","Ritchey Timberwolf Frameset - 2016","Ritchey","Mountain Bikes",1,"749.99","0.20","599.9920"
458,"2016-09-25","2016-09-28","2016-09-26",4,"Andy O'neill","Rego Park","Baldwin Bikes","Marcelene Boyer","Electra Cruiser 1 (24-Inch) - 2016","Electra","Children Bicycles",2,"269.99","0.07","502.1814"
458,"2016-09-25","2016-09-28","2016-09-26",4,"Andy O'neill","Rego Park","Baldwin Bikes","Marcelene Boyer","Surly Straggler 650b - 2016","Surly","Cyclocross Bicycles",1,"1680.99","0.10","1512.8910"
458,"2016-09-25","2016-09-28","2016-09-26",4,"Andy O'neill","Rego Park","Baldwin Bikes","Marcelene Boyer","Electra Townie Original 21D - 2016","Electra","Comfort Bicycles",1,"549.99","0.20","439.9920"
458,"2016-09-25","2016-09-28","2016-09-26",4,"Andy O'neill","Rego Park","Baldwin Bikes","Marcelene Boyer","Surly Wednesday Frameset - 2016","Surly","Mountain Bikes",2,"999.99","0.20","1599.9840"
459,"2016-09-25","2016-09-28","2016-09-26",4,"Mila Good","Plattsburgh","Baldwin Bikes","Marcelene Boyer","Surly Straggler 650b - 2016","Surly","Cyclocross Bicycles",1,"1680.99","0.20","1344.7920"
460,"2016-09-25","2016-09-27","2016-09-26",4,"Ladawn Downs","Houston","Rowlett Bikes","Kali Vargas","Pure Cycles William 3-Speed - 2016","Pure Cycles","Cruisers Bicycles",1,"449.00","0.05","426.5500"
460,"2016-09-25","2016-09-27","2016-09-26",4,"Ladawn Downs","Houston","Rowlett Bikes","Kali Vargas","Pure Cycles Western 3-Speed - Women's - 2015/2016","Pure Cycles","Cruisers Bicycles",2,"449.00","0.07","835.1400"
460,"2016-09-25","2016-09-27","2016-09-26",4,"Ladawn Downs","Houston","Rowlett Bikes","Kali Vargas","Trek Fuel EX 8 29 - 2016","Trek","Mountain Bikes",1,"2899.99","0.20","2319.9920"
460,"2016-09-25","2016-09-27","2016-09-26",4,"Ladawn Downs","Houston","Rowlett Bikes","Kali Vargas","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Electra","Children Bicycles",2,"269.99","0.10","485.9820"
461,"2016-09-26","2016-09-27","2016-09-27",4,"Brittney Rojas","Kingston","Baldwin Bikes","Venita Daniel","Electra Townie Original 7D EQ - 2016","Electra","Cruisers Bicycles",1,"599.99","0.07","557.9907"
461,"2016-09-26","2016-09-27","2016-09-27",4,"Brittney Rojas","Kingston","Baldwin Bikes","Venita Daniel","Trek Fuel EX 8 29 - 2016","Trek","Mountain Bikes",1,"2899.99","0.20","2319.9920"
461,"2016-09-26","2016-09-27","2016-09-27",4,"Brittney Rojas","Kingston","Baldwin Bikes","Venita Daniel","Trek Remedy 29 Carbon Frameset - 2016","Trek","Mountain Bikes",2,"1799.99","0.05","3419.9810"
461,"2016-09-26","2016-09-27","2016-09-27",4,"Brittney Rojas","Kingston","Baldwin Bikes","Venita Daniel","Electra Townie Original 21D - 2016","Electra","Comfort Bicycles",1,"549.99","0.10","494.9910"
461,"2016-09-26","2016-09-27","2016-09-27",4,"Brittney Rojas","Kingston","Baldwin Bikes","Venita Daniel","Pure Cycles Western 3-Speed - Women's - 2015/2016","Pure Cycles","Cruisers Bicycles",2,"449.00","0.10","808.2000"
462,"2016-09-27","2016-09-28","2016-09-29",4,"Lezlie Thompson","Freeport","Baldwin Bikes","Marcelene Boyer","Electra Townie Original 21D - 2016","Electra","Cruisers Bicycles",2,"549.99","0.10","989.9820"
463,"2016-09-27","2016-09-28","2016-09-28",4,"Brent Calderon","Corpus Christi","Rowlett Bikes","Kali Vargas","Electra Cruiser 1 (24-Inch) - 2016","Electra","Cruisers Bicycles",2,"269.99","0.07","502.1814"
464,"2016-09-28","2016-09-30","2016-09-29",4,"Georgeann Waller","North Tonawanda","Baldwin Bikes","Venita Daniel","Trek Slash 8 27.5 - 2016","Trek","Mountain Bikes",1,"3999.99","0.10","3599.9910"
465,"2016-09-28","2016-10-01","2016-10-01",4,"Cheryll Snyder","Brooklyn","Baldwin Bikes","Marcelene Boyer","Surly Ice Cream Truck Frameset - 2016","Surly","Mountain Bikes",2,"469.99","0.10","845.9820"
465,"2016-09-28","2016-10-01","2016-10-01",4,"Cheryll Snyder","Brooklyn","Baldwin Bikes","Marcelene Boyer","Electra Townie Original 7D - 2015/2016","Electra","Comfort Bicycles",2,"499.99","0.10","899.9820"
466,"2016-09-28","2016-09-29","2016-10-01",4,"Ernest Rollins","Oakland Gardens","Baldwin Bikes","Venita Daniel","Pure Cycles William 3-Speed - 2016","Pure Cycles","Cruisers Bicycles",2,"449.00","0.20","718.4000"
466,"2016-09-28","2016-09-29","2016-10-01",4,"Ernest Rollins","Oakland Gardens","Baldwin Bikes","Venita Daniel","Surly Ice Cream Truck Frameset - 2016","Surly","Mountain Bikes",1,"469.99","0.20","375.9920"
466,"2016-09-28","2016-09-29","2016-10-01",4,"Ernest Rollins","Oakland Gardens","Baldwin Bikes","Venita Daniel","Trek Slash 8 27.5 - 2016","Trek","Mountain Bikes",2,"3999.99","0.05","7599.9810"
466,"2016-09-28","2016-09-29","2016-10-01",4,"Ernest Rollins","Oakland Gardens","Baldwin Bikes","Venita Daniel","Electra Moto 1 - 2016","Electra","Cruisers Bicycles",1,"529.99","0.10","476.9910"
466,"2016-09-28","2016-09-29","2016-10-01",4,"Ernest Rollins","Oakland Gardens","Baldwin Bikes","Venita Daniel","Heller Shagamaw Frame - 2016","Heller","Mountain Bikes",1,"1320.99","0.10","1188.8910"
467,"2016-09-28","2016-09-30","2016-09-30",4,"Marry Benjamin","Forney","Rowlett Bikes","Kali Vargas","Pure Cycles William 3-Speed - 2016","Pure Cycles","Cruisers Bicycles",1,"449.00","0.07","417.5700"
467,"2016-09-28","2016-09-30","2016-09-30",4,"Marry Benjamin","Forney","Rowlett Bikes","Kali Vargas","Surly Straggler - 2016","Surly","Cyclocross Bicycles",1,"1549.00","0.07","1440.5700"
467,"2016-09-28","2016-09-30","2016-09-30",4,"Marry Benjamin","Forney","Rowlett Bikes","Kali Vargas","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Electra","Children Bicycles",2,"269.99","0.10","485.9820"
467,"2016-09-28","2016-09-30","2016-09-30",4,"Marry Benjamin","Forney","Rowlett Bikes","Kali Vargas","Pure Cycles Vine 8-Speed - 2016","Pure Cycles","Cruisers Bicycles",2,"429.00","0.07","797.9400"
467,"2016-09-28","2016-09-30","2016-09-30",4,"Marry Benjamin","Forney","Rowlett Bikes","Kali Vargas","Surly Straggler 650b - 2016","Surly","Cyclocross Bicycles",1,"1680.99","0.10","1512.8910"
468,"2016-09-29","2016-10-02","2016-09-30",4,"Adelaida Hancock","San Pablo","Santa Cruz Bikes","Genna Serrano","Pure Cycles William 3-Speed - 2016","Pure Cycles","Cruisers Bicycles",1,"449.00","0.10","404.1000"
468,"2016-09-29","2016-10-02","2016-09-30",4,"Adelaida Hancock","San Pablo","Santa Cruz Bikes","Genna Serrano","Trek Conduit+ - 2016","Trek","Electric Bikes",2,"2999.99","0.05","5699.9810"
468,"2016-09-29","2016-10-02","2016-09-30",4,"Adelaida Hancock","San Pablo","Santa Cruz Bikes","Genna Serrano","Surly Straggler - 2016","Surly","Cyclocross Bicycles",2,"1549.00","0.05","2943.1000"
468,"2016-09-29","2016-10-02","2016-09-30",4,"Adelaida Hancock","San Pablo","Santa Cruz Bikes","Genna Serrano","Electra Townie Original 7D - 2015/2016","Electra","Comfort Bicycles",1,"499.99","0.10","449.9910"
469,"2016-09-29","2016-10-02","2016-10-02",4,"Chere Mcfadden","Orchard Park","Baldwin Bikes","Venita Daniel","Trek Remedy 29 Carbon Frameset - 2016","Trek","Mountain Bikes",2,"1799.99","0.10","3239.9820"
469,"2016-09-29","2016-10-02","2016-10-02",4,"Chere Mcfadden","Orchard Park","Baldwin Bikes","Venita Daniel","Trek Fuel EX 8 29 - 2016","Trek","Mountain Bikes",1,"2899.99","0.07","2696.9907"
469,"2016-09-29","2016-10-02","2016-10-02",4,"Chere Mcfadden","Orchard Park","Baldwin Bikes","Venita Daniel","Electra Moto 1 - 2016","Electra","Cruisers Bicycles",2,"529.99","0.20","847.9840"
470,"2016-09-30","2016-10-02","2016-10-02",4,"Derrick Marks","Glendora","Santa Cruz Bikes","Genna Serrano","Pure Cycles Western 3-Speed - Women's - 2015/2016","Pure Cycles","Cruisers Bicycles",1,"449.00","0.05","426.5500"
470,"2016-09-30","2016-10-02","2016-10-02",4,"Derrick Marks","Glendora","Santa Cruz Bikes","Genna Serrano","Electra Cruiser 1 (24-Inch) - 2016","Electra","Cruisers Bicycles",1,"269.99","0.05","256.4905"
470,"2016-09-30","2016-10-02","2016-10-02",4,"Derrick Marks","Glendora","Santa Cruz Bikes","Genna Serrano","Trek Remedy 29 Carbon Frameset - 2016","Trek","Mountain Bikes",2,"1799.99","0.20","2879.9840"
471,"2016-09-30","2016-10-02","2016-10-01",4,"Alane Mccarty","San Diego","Santa Cruz Bikes","Genna Serrano","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Electra","Cruisers Bicycles",1,"269.99","0.20","215.9920"
471,"2016-09-30","2016-10-02","2016-10-01",4,"Alane Mccarty","San Diego","Santa Cruz Bikes","Genna Serrano","Electra Cruiser 1 (24-Inch) - 2016","Electra","Cruisers Bicycles",2,"269.99","0.05","512.9810"
472,"2016-09-30","2016-10-01","2016-10-01",4,"Jeanett Herman","Lindenhurst","Baldwin Bikes","Venita Daniel","Electra Moto 1 - 2016","Electra","Cruisers Bicycles",1,"529.99","0.10","476.9910"
472,"2016-09-30","2016-10-01","2016-10-01",4,"Jeanett Herman","Lindenhurst","Baldwin Bikes","Venita Daniel","Electra Cruiser 1 (24-Inch) - 2016","Electra","Children Bicycles",2,"269.99","0.10","485.9820"
473,"2016-09-30","2016-10-02","2016-10-03",4,"Elmo Arnold","Long Beach","Baldwin Bikes","Venita Daniel","Electra Townie Original 7D EQ - 2016","Electra","Comfort Bicycles",1,"599.99","0.07","557.9907"
474,"2016-10-01","2016-10-04","2016-10-04",4,"Rory Cooper","Rocklin","Santa Cruz Bikes","Genna Serrano","Pure Cycles William 3-Speed - 2016","Pure Cycles","Cruisers Bicycles",2,"449.00","0.05","853.1000"
474,"2016-10-01","2016-10-04","2016-10-04",4,"Rory Cooper","Rocklin","Santa Cruz Bikes","Genna Serrano","Surly Straggler 650b - 2016","Surly","Cyclocross Bicycles",1,"1680.99","0.20","1344.7920"
475,"2016-10-01","2016-10-04","2016-10-03",4,"Manie Sanchez","Queensbury","Baldwin Bikes","Venita Daniel","Pure Cycles Vine 8-Speed - 2016","Pure Cycles","Cruisers Bicycles",2,"429.00","0.07","797.9400"
475,"2016-10-01","2016-10-04","2016-10-03",4,"Manie Sanchez","Queensbury","Baldwin Bikes","Venita Daniel","Electra Townie Original 7D EQ - 2016","Electra","Comfort Bicycles",2,"599.99","0.20","959.9840"
475,"2016-10-01","2016-10-04","2016-10-03",4,"Manie Sanchez","Queensbury","Baldwin Bikes","Venita Daniel","Electra Townie Original 7D - 2015/2016","Electra","Comfort Bicycles",1,"499.99","0.20","399.9920"
476,"2016-10-01","2016-10-04","2016-10-02",4,"Basilia Thornton","Brentwood","Baldwin Bikes","Marcelene Boyer","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Electra","Children Bicycles",2,"269.99","0.07","502.1814"
476,"2016-10-01","2016-10-04","2016-10-02",4,"Basilia Thornton","Brentwood","Baldwin Bikes","Marcelene Boyer","Trek Fuel EX 8 29 - 2016","Trek","Mountain Bikes",2,"2899.99","0.20","4639.9840"
476,"2016-10-01","2016-10-04","2016-10-02",4,"Basilia Thornton","Brentwood","Baldwin Bikes","Marcelene Boyer","Surly Straggler 650b - 2016","Surly","Cyclocross Bicycles",2,"1680.99","0.07","3126.6414"
476,"2016-10-01","2016-10-04","2016-10-02",4,"Basilia Thornton","Brentwood","Baldwin Bikes","Marcelene Boyer","Electra Townie Original 7D EQ - Women's - 2016","Electra","Cruisers Bicycles",2,"599.99","0.05","1139.9810"
477,"2016-10-02","2016-10-05","2016-10-04",4,"Josie Schultz","Canyon Country","Santa Cruz Bikes","Mireya Copeland","Surly Ice Cream Truck Frameset - 2016","Surly","Mountain Bikes",1,"469.99","0.10","422.9910"
477,"2016-10-02","2016-10-05","2016-10-04",4,"Josie Schultz","Canyon Country","Santa Cruz Bikes","Mireya Copeland","Surly Straggler - 2016","Surly","Cyclocross Bicycles",1,"1549.00","0.05","1471.5500"
478,"2016-10-02","2016-10-05","2016-10-03",4,"Jayme Zamora","Springfield Gardens","Baldwin Bikes","Venita Daniel","Electra Cruiser 1 (24-Inch) - 2016","Electra","Children Bicycles",2,"269.99","0.07","502.1814"
479,"2016-10-03","2016-10-04","2016-10-04",4,"Ivette Warren","Franklin Square","Baldwin Bikes","Marcelene Boyer","Electra Townie Original 7D EQ - 2016","Electra","Comfort Bicycles",1,"599.99","0.07","557.9907"
479,"2016-10-03","2016-10-04","2016-10-04",4,"Ivette Warren","Franklin Square","Baldwin Bikes","Marcelene Boyer","Electra Townie Original 21D - 2016","Electra","Cruisers Bicycles",1,"549.99","0.05","522.4905"
479,"2016-10-03","2016-10-04","2016-10-04",4,"Ivette Warren","Franklin Square","Baldwin Bikes","Marcelene Boyer","Electra Cruiser 1 (24-Inch) - 2016","Electra","Children Bicycles",1,"269.99","0.20","215.9920"
479,"2016-10-03","2016-10-04","2016-10-04",4,"Ivette Warren","Franklin Square","Baldwin Bikes","Marcelene Boyer","Trek Slash 8 27.5 - 2016","Trek","Mountain Bikes",1,"3999.99","0.05","3799.9905"
479,"2016-10-03","2016-10-04","2016-10-04",4,"Ivette Warren","Franklin Square","Baldwin Bikes","Marcelene Boyer","Surly Straggler - 2016","Surly","Cyclocross Bicycles",1,"1549.00","0.20","1239.2000"
480,"2016-10-04","2016-10-07","2016-10-05",4,"Darcel Harmon","Santa Clara","Santa Cruz Bikes","Genna Serrano","Trek Fuel EX 8 29 - 2016","Trek","Mountain Bikes",1,"2899.99","0.05","2754.9905"
480,"2016-10-04","2016-10-07","2016-10-05",4,"Darcel Harmon","Santa Clara","Santa Cruz Bikes","Genna Serrano","Electra Moto 1 - 2016","Electra","Cruisers Bicycles",1,"529.99","0.05","503.4905"
480,"2016-10-04","2016-10-07","2016-10-05",4,"Darcel Harmon","Santa Clara","Santa Cruz Bikes","Genna Serrano","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Electra","Children Bicycles",2,"299.99","0.07","557.9814"
481,"2016-10-04","2016-10-07","2016-10-06",4,"Jayson Rutledge","Lake Jackson","Rowlett Bikes","Layla Terrell","Electra Cruiser 1 (24-Inch) - 2016","Electra","Cruisers Bicycles",2,"269.99","0.20","431.9840"
481,"2016-10-04","2016-10-07","2016-10-06",4,"Jayson Rutledge","Lake Jackson","Rowlett Bikes","Layla Terrell","Electra Townie Original 7D EQ - 2016","Electra","Cruisers Bicycles",2,"599.99","0.07","1115.9814"
481,"2016-10-04","2016-10-07","2016-10-06",4,"Jayson Rutledge","Lake Jackson","Rowlett Bikes","Layla Terrell","Trek Conduit+ - 2016","Trek","Electric Bikes",2,"2999.99","0.10","5399.9820"
482,"2016-10-05","2016-10-06","2016-10-06",4,"Whitney Cash","Hamburg","Baldwin Bikes","Marcelene Boyer","Electra Cruiser 1 (24-Inch) - 2016","Electra","Cruisers Bicycles",1,"269.99","0.20","215.9920"
482,"2016-10-05","2016-10-06","2016-10-06",4,"Whitney Cash","Hamburg","Baldwin Bikes","Marcelene Boyer","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Electra","Cruisers Bicycles",1,"269.99","0.10","242.9910"
483,"2016-10-06","2016-10-07","2016-10-09",4,"Diana Cobb","Fullerton","Santa Cruz Bikes","Mireya Copeland","Pure Cycles Vine 8-Speed - 2016","Pure Cycles","Cruisers Bicycles",1,"429.00","0.07","398.9700"
484,"2016-10-06","2016-10-09","2016-10-07",4,"Iola Rasmussen","Monroe","Baldwin Bikes","Venita Daniel","Trek Remedy 29 Carbon Frameset - 2016","Trek","Mountain Bikes",2,"1799.99","0.10","3239.9820"
484,"2016-10-06","2016-10-09","2016-10-07",4,"Iola Rasmussen","Monroe","Baldwin Bikes","Venita Daniel","Electra Townie Original 21D - 2016","Electra","Comfort Bicycles",1,"549.99","0.05","522.4905"
484,"2016-10-06","2016-10-09","2016-10-07",4,"Iola Rasmussen","Monroe","Baldwin Bikes","Venita Daniel","Trek Conduit+ - 2016","Trek","Electric Bikes",2,"2999.99","0.05","5699.9810"
484,"2016-10-06","2016-10-09","2016-10-07",4,"Iola Rasmussen","Monroe","Baldwin Bikes","Venita Daniel","Surly Ice Cream Truck Frameset - 2016","Surly","Mountain Bikes",1,"469.99","0.20","375.9920"
485,"2016-10-06","2016-10-08","2016-10-07",4,"Birdie Kramer","Troy","Baldwin Bikes","Venita Daniel","Electra Cruiser 1 (24-Inch) - 2016","Electra","Cruisers Bicycles",1,"269.99","0.10","242.9910"
485,"2016-10-06","2016-10-08","2016-10-07",4,"Birdie Kramer","Troy","Baldwin Bikes","Venita Daniel","Electra Townie Original 7D EQ - 2016","Electra","Comfort Bicycles",2,"599.99","0.05","1139.9810"
486,"2016-10-06","2016-10-08","2016-10-09",4,"Vinnie Chan","Forest Hills","Baldwin Bikes","Venita Daniel","Trek Conduit+ - 2016","Trek","Electric Bikes",1,"2999.99","0.07","2789.9907"
486,"2016-10-06","2016-10-08","2016-10-09",4,"Vinnie Chan","Forest Hills","Baldwin Bikes","Venita Daniel","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Electra","Children Bicycles",2,"299.99","0.05","569.9810"
487,"2016-10-06","2016-10-09","2016-10-09",4,"George Pickett","Sunnyside","Baldwin Bikes","Marcelene Boyer","Surly Ice Cream Truck Frameset - 2016","Surly","Mountain Bikes",1,"469.99","0.20","375.9920"
488,"2016-10-06","2016-10-09","2016-10-08",4,"Evelin Vargas","Webster","Baldwin Bikes","Marcelene Boyer","Electra Cruiser 1 (24-Inch) - 2016","Electra","Cruisers Bicycles",2,"269.99","0.07","502.1814"
488,"2016-10-06","2016-10-09","2016-10-08",4,"Evelin Vargas","Webster","Baldwin Bikes","Marcelene Boyer","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Electra","Children Bicycles",2,"299.99","0.05","569.9810"
488,"2016-10-06","2016-10-09","2016-10-08",4,"Evelin Vargas","Webster","Baldwin Bikes","Marcelene Boyer","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Electra","Children Bicycles",1,"269.99","0.05","256.4905"
489,"2016-10-06","2016-10-08","2016-10-08",4,"Carisa Carpenter","Victoria","Rowlett Bikes","Kali Vargas","Trek Remedy 29 Carbon Frameset - 2016","Trek","Mountain Bikes",2,"1799.99","0.10","3239.9820"
490,"2016-10-07","2016-10-10","2016-10-09",4,"Onita Macdonald","Glen Cove","Baldwin Bikes","Marcelene Boyer","Electra Townie Original 21D - 2016","Electra","Cruisers Bicycles",1,"549.99","0.10","494.9910"
490,"2016-10-07","2016-10-10","2016-10-09",4,"Onita Macdonald","Glen Cove","Baldwin Bikes","Marcelene Boyer","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Electra","Children Bicycles",1,"299.99","0.05","284.9905"
490,"2016-10-07","2016-10-10","2016-10-09",4,"Onita Macdonald","Glen Cove","Baldwin Bikes","Marcelene Boyer","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Electra","Cruisers Bicycles",1,"269.99","0.10","242.9910"
490,"2016-10-07","2016-10-10","2016-10-09",4,"Onita Macdonald","Glen Cove","Baldwin Bikes","Marcelene Boyer","Electra Cruiser 1 (24-Inch) - 2016","Electra","Cruisers Bicycles",2,"269.99","0.07","502.1814"
491,"2016-10-08","2016-10-10","2016-10-11",4,"Ji Burt","Apple Valley","Santa Cruz Bikes","Mireya Copeland","Trek Conduit+ - 2016","Trek","Electric Bikes",2,"2999.99","0.20","4799.9840"
491,"2016-10-08","2016-10-10","2016-10-11",4,"Ji Burt","Apple Valley","Santa Cruz Bikes","Mireya Copeland","Electra Cruiser 1 (24-Inch) - 2016","Electra","Children Bicycles",2,"269.99","0.05","512.9810"
491,"2016-10-08","2016-10-10","2016-10-11",4,"Ji Burt","Apple Valley","Santa Cruz Bikes","Mireya Copeland","Electra Moto 1 - 2016","Electra","Cruisers Bicycles",2,"529.99","0.05","1006.9810"
492,"2016-10-09","2016-10-10","2016-10-12",4,"Graciela Barber","Oxnard","Santa Cruz Bikes","Mireya Copeland","Surly Ice Cream Truck Frameset - 2016","Surly","Mountain Bikes",1,"469.99","0.10","422.9910"
492,"2016-10-09","2016-10-10","2016-10-12",4,"Graciela Barber","Oxnard","Santa Cruz Bikes","Mireya Copeland","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Electra","Children Bicycles",2,"269.99","0.10","485.9820"
492,"2016-10-09","2016-10-10","2016-10-12",4,"Graciela Barber","Oxnard","Santa Cruz Bikes","Mireya Copeland","Electra Townie Original 7D EQ - 2016","Electra","Comfort Bicycles",1,"599.99","0.05","569.9905"
